Date;Time;Operation;S101;D101;S110;D110;S111;D111;S102;D102;S115;D115;S103;D103;S104;D104;S112;D112;S105;D105;S200;D200;S201;D201;S300;D300;S108;D108;S109;D109;S600;D600;S601;D601;S605;D605;S701;D701;S702;D702;S703;D703;S704;D704;S705;D705;S706;D706;S711;D711;S712;D712;S713;D713;S714;D714;S715;D715;S716;D716;S720;D720;S800;D800;S801;D801;S900;D900;S1300;D1300;S1600;D1600;S1601;D1601;S1602;D1602;S1603;D1603;S1604;D1604;S1605;D1605;S1626;D1626;S1627;D1627;S1003;D1003;S1200;D1200;S50;D50;S51;D51;S52;D52;S60;D60;S1001;D1001;S113;D113;S114;D114;S106;D106;S107;D107;S202;D202;S721;D721;S722;D722;S220;D220;S30;D30;S1006;D1006;S1007;D1007;S1651;D1651;S1652;D1652;S1653;D1653;S1654;D1654;S1655;D1655;S1657;D1657;S1658;D1658;S1301;D1301;S116;D116;S119;D119;S302;D302;S117;D117;S7000;D7000;S400;D400;S401;D401;S402;D402;S403;D403;S404;D404;S1202;D1202;S1203;D1203;S100;D100
26.03.2016;60739613;;516.6085205;O;499.5404053;O;17;O;8.195819855;O;508.4127007;O;10.2267189;O;-0.169956169;O;0;O;-1.287282467;O;36.47515869;O;;E;0.683649459;O;486.6035213;O;29.0255325;O;-2.424327197;O;;E;1.070895599;O;1.5135;O;0.8085;O;0.804;O;0.78475;O;1.22375;O;;E;33.297;O;17.787;O;17.688;O;10.0448;O;12.2375;O;;E;91.0543;O;18.34988022;O;;E;17.21645274;O;1.024714087;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60740605;;516.6085205;O;499.5404053;O;17;O;8.313202858;O;508.2953176;O;10.34406185;O;-0.177214059;O;0;O;-1.287331104;O;36.54229736;O;;E;0.691072425;O;486.6035213;O;29.0255325;O;-2.424327197;O;;E;1.118159564;O;1.513499997;O;0.808499995;O;0.804;O;0.784750008;O;1.22375;O;;E;33.29699993;O;17.78699989;O;17.688;O;10.0448001;O;12.2375;O;;E;91.05429992;O;18.34988022;O;;E;17.21446908;O;1.216171753;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60741593;;516.6085205;O;499.5404053;O;17;O;8.430585861;O;508.1779346;O;10.46144485;O;-0.17464227;O;0;O;-1.287333131;O;36.76464844;O;;E;0.699580585;O;486.6035213;O;29.0255325;O;-2.424327196;O;;E;1.118162027;O;1.513499954;O;0.808499918;O;0.804000013;O;0.78475007;O;1.22375;O;;E;33.29699899;O;17.78699819;O;17.68800029;O;10.04480089;O;12.2375;O;;E;91.05429836;O;18.34988022;O;;E;17.21248541;O;1.47840175;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60742613;;516.6085205;O;499.5404053;O;17;O;8.547968864;O;508.0605516;O;10.57882786;O;-0.164235294;O;0;O;-1.287340999;O;36.59677124;O;;E;0.701742884;O;486.6035213;O;29.0255325;O;-2.424327047;O;;E;1.118168432;O;1.513499793;O;0.808499618;O;0.804000137;O;0.784750262;O;1.22375;O;;E;33.29699544;O;17.7869916;O;17.68800302;O;10.04480335;O;12.2375;O;;E;91.05429342;O;18.34988022;O;;E;17.21050175;O;1.374375564;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60743605;;516.6085205;O;499.5404053;O;17;O;8.673710823;O;507.9348097;O;10.70456982;O;-0.161780243;O;0;O;-1.287399054;O;36.19122314;O;;E;0.703390636;O;486.6035213;O;29.0255325;O;-2.42432664;O;;E;1.1181798;O;1.513499438;O;0.808499031;O;0.804000602;O;0.784750546;O;1.223750046;O;;E;33.29698763;O;17.78697869;O;17.68801323;O;10.04480699;O;12.23750046;O;;E;91.05428699;O;18.35017695;O;;E;17.20851809;O;0.911417728;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60744593;;516.6085205;O;499.5404053;O;17;O;8.791093826;O;507.8174267;O;10.82195282;O;-0.1632336;O;0;O;-1.28740418;O;36.41983032;O;;E;0.704612901;O;486.6035213;O;29.0255325;O;-2.424342105;O;;E;1.118195927;O;1.513498827;O;0.80849822;O;0.804001682;O;0.784750801;O;1.223750846;O;;E;33.29697419;O;17.78696084;O;17.68803701;O;10.04481025;O;12.23750846;O;;E;91.05429076;O;18.35238658;O;;E;17.20653442;O;1.121861018;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60745625;;516.6085205;O;499.5404053;O;17;O;8.908437729;O;507.7000828;O;10.93933582;O;-0.154956674;O;0;O;-1.287371278;O;37.28164673;O;;E;0.707411876;O;486.6035213;O;29.0255325;O;-2.424418238;O;;E;1.118215422;O;1.513497908;O;0.808497124;O;0.804003638;O;0.784751053;O;1.223753479;O;;E;33.29695397;O;17.78693674;O;17.68808004;O;10.04481347;O;12.23753479;O;;E;91.05431902;O;18.35318712;O;;E;17.20653442;O;1.067624833;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60746605;;516.6085205;O;499.5404053;O;17;O;9.025819778;O;507.5827007;O;11.05667973;O;-0.151275983;O;0;O;-1.287357211;O;37.75543213;O;;E;0.708695265;O;486.6035213;O;29.0255325;O;-2.424594187;O;;E;1.118237348;O;1.513496641;O;0.808495368;O;0.804006749;O;0.784751549;O;1.223758419;O;;E;33.29692611;O;17.7868981;O;17.68814849;O;10.04481983;O;12.23758419;O;;E;91.05437671;O;18.35326607;O;;E;17.20653442;O;0.482630435;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60747593;;516.6085205;O;499.5404053;O;17;O;9.151601791;O;507.4569187;O;11.18246078;O;-0.155448848;O;0;O;-1.287380219;O;36.78695679;O;;E;0.709059132;O;486.6035213;O;29.0255325;O;-2.424897116;O;;E;1.11826065;O;1.513494999;O;0.808492473;O;0.804011231;O;0.784752595;O;1.223765688;O;;E;33.29688998;O;17.78683441;O;17.68824708;O;10.04483321;O;12.23765688;O;;E;91.05446157;O;18.35335598;O;;E;17.20653442;O;0.455369056;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60748613;;516.6085205;O;499.5404053;O;17;O;9.26894474;O;507.3395758;O;11.29984379;O;-0.15888176;O;0;O;-1.287358761;O;36.30627441;O;;E;0.710891974;O;486.6035213;O;29.0255325;O;-2.425351083;O;;E;1.1182836;O;1.513492934;O;0.808488189;O;0.804017105;O;0.784754358;O;1.223775043;O;;E;33.29684456;O;17.78674016;O;17.6883763;O;10.04485578;O;12.23775043;O;;E;91.05456723;O;18.35537247;O;;E;17.20653442;O;0.511331933;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60749605;;516.6085205;O;499.5404053;O;17;O;9.377929688;O;507.2305908;O;11.40882778;O;-0.154195974;O;0;O;-1.287411571;O;36.64553833;O;;E;0.712108889;O;486.6035213;O;29.0255325;O;-2.425982224;O;;E;1.118307563;O;1.513490372;O;0.808482542;O;0.804024177;O;0.784756863;O;1.223786104;O;;E;33.29678817;O;17.78661591;O;17.68853188;O;10.04488785;O;12.23786104;O;;E;91.05468486;O;18.35652183;O;;E;17.20653442;O;0.628204751;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60750597;;516.6085205;O;499.5404053;O;17;O;9.503710747;O;507.1048098;O;11.53456974;O;-0.149106316;O;0;O;-1.287350893;O;37.13986206;O;;E;0.712149699;O;486.6035213;O;29.0255325;O;-2.426803949;O;;E;1.118331972;O;1.513487237;O;0.808475728;O;0.804032183;O;0.784760095;O;1.223798445;O;;E;33.29671921;O;17.78646601;O;17.68870803;O;10.04492922;O;12.23798445;O;;E;91.05480692;O;18.3566532;O;;E;17.20653442;O;0.465144712;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60751613;;516.6085205;O;499.5404053;O;17;O;9.629452705;O;506.9790678;O;11.66031265;O;-0.164220331;O;0;O;-1.287415743;O;36.74655151;O;;E;0.712970184;O;486.6035213;O;29.0255325;O;-2.427807494;O;;E;1.118356027;O;1.513483484;O;0.808467976;O;0.804041012;O;0.784764054;O;1.223811642;O;;E;33.29663665;O;17.78629548;O;17.68890227;O;10.04497989;O;12.23811642;O;;E;91.05493071;O;18.35666223;O;;E;17.20653442;O;0.790397876;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60752605;;516.6085205;O;499.5404053;O;17;O;9.746835709;O;506.8616848;O;11.7776947;O;-0.170620735;O;0;O;-1.28738904;O;36.82931519;O;;E;0.713928432;O;486.6035213;O;29.0255325;O;-2.428978422;O;;E;1.118378903;O;1.513479064;O;0.808459387;O;0.804050693;O;0.784768795;O;1.223825304;O;;E;33.2965394;O;17.78610651;O;17.68911526;O;10.04504058;O;12.23825304;O;;E;91.05505479;O;18.34382011;O;;E;17.20653442;O;1.01900892;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60753597;;516.6085205;O;499.5404053;O;17;O;9.855819702;O;506.7527008;O;11.88667965;O;-0.152383462;O;0;O;-1.287334204;O;37.068573;O;;E;0.714607566;O;486.6035213;O;29.0255325;O;-2.430292902;O;;E;1.118399781;O;1.513473912;O;0.808449798;O;0.804061264;O;0.784774393;O;1.223839093;O;;E;33.29642607;O;17.78589555;O;17.68934782;O;10.04511224;O;12.23839093;O;;E;91.05517261;O;18.33214974;O;;E;17.20653442;O;0.782327658;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60754613;;516.6085205;O;499.5404053;O;17;O;9.981562614;O;506.6269579;O;12.01246071;O;-0.129195382;O;0;O;-1.287300706;O;37.31039429;O;;E;0.714995378;O;486.6035213;O;29.0255325;O;-2.431725773;O;;E;1.118419052;O;1.513468003;O;0.808438964;O;0.804072632;O;0.784780895;O;1.223852727;O;;E;33.29629607;O;17.78565721;O;17.6895979;O;10.04519545;O;12.23852727;O;;E;91.0552739;O;18.34857681;O;;E;17.19859977;O;0.555946314;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60755605;;516.6085205;O;499.5404053;O;17;O;10.10734367;O;506.5011768;O;12.13820267;O;-0.136040958;O;0;O;-1.287268877;O;36.03216553;O;;E;0.715191563;O;486.6035213;O;29.0255325;O;-2.433258753;O;;E;1.118438018;O;1.513461334;O;0.80842688;O;0.804084715;O;0.784788239;O;1.223865981;O;;E;33.29614934;O;17.78539137;O;17.68986373;O;10.04528946;O;12.23865981;O;;E;91.05535371;O;18.35879348;O;;E;17.20256709;O;0.894068096;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60756597;;516.6085205;O;499.5404053;O;17;O;10.21632767;O;506.3921928;O;12.24718761;O;-0.140191038;O;0;O;-1.287244797;O;37.27539063;O;;E;0.715283393;O;486.6035213;O;29.0255325;O;-2.434877601;O;;E;1.118455878;O;1.513453886;O;0.808413847;O;0.804097533;O;0.784796177;O;1.223878684;O;;E;33.29598549;O;17.78510463;O;17.69014572;O;10.04539107;O;12.23878684;O;;E;91.05541376;O;18.3578065;O;;E;17.20653442;O;1.171328355;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60757613;;516.6085205;O;499.5404053;O;17;O;10.33371067;O;506.2748098;O;12.36456966;O;-0.122132606;O;0;O;-1.287288785;O;37.30410767;O;;E;0.715324114;O;486.6035213;O;29.0255325;O;-2.436578019;O;;E;1.118470913;O;1.513445641;O;0.808400168;O;0.804111118;O;0.784804247;O;1.223890716;O;;E;33.2958041;O;17.7848037;O;17.6904446;O;10.04549436;O;12.23890716;O;;E;91.05545392;O;18.35401063;O;;E;17.18669778;O;1.197561175;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60758605;;516.6085205;O;499.5404053;O;17;O;10.45945263;O;506.1490679;O;12.49031258;O;-0.111769251;O;0;O;-1.287267804;O;36.69976807;O;;E;0.715109359;O;486.6035213;O;29.0255325;O;-2.438360359;O;;E;1.118483003;O;1.513436605;O;0.808385869;O;0.804125495;O;0.784811924;O;1.223902339;O;;E;33.29560532;O;17.78448912;O;17.6907609;O;10.04559262;O;12.23902339;O;;E;91.05547136;O;18.35654038;O;;E;17.19066511;O;0.449991028;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60759597;;516.6085205;O;499.5404053;O;17;O;10.57683563;O;506.0316849;O;12.60769463;O;-0.124198943;O;0;O;-1.28725791;O;36.60107422;O;;E;0.711539177;O;486.6035213;O;29.0255325;O;-2.440214736;O;;E;1.118493546;O;1.513426802;O;0.808370685;O;0.804142749;O;0.784818938;O;1.223914616;O;;E;33.29538965;O;17.78415506;O;17.69114049;O;10.04568241;O;12.23914616;O;;E;91.05551377;O;18.35925562;O;;E;17.19463244;O;0.806707979;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60760613;;516.6085205;O;499.5404053;O;17;O;10.70257759;O;505.9059429;O;12.73343754;O;-0.123366309;O;0;O;-1.287335753;O;36.31173706;O;;E;0.709555184;O;486.6035213;O;29.0255325;O;-2.442122775;O;;E;1.11850368;O;1.513416276;O;0.808354447;O;0.804198298;O;0.784825309;O;1.223928255;O;;E;33.29515808;O;17.78379783;O;17.69236255;O;10.04576396;O;12.23928255;O;;E;91.05636496;O;18.35161676;O;;E;17.18669778;O;1.002733667;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60761605;;516.6085205;O;499.5404053;O;17;O;10.81156254;O;505.796958;O;12.84246063;O;-0.107555783;O;0;O;-1.287280321;O;36.86123657;O;;E;0.710801533;O;486.6035213;O;29.0255325;O;-2.44405396;O;;E;1.118512989;O;1.513405163;O;0.808337314;O;0.804340068;O;0.784831221;O;1.223943434;O;;E;33.29491358;O;17.78342091;O;17.69548149;O;10.04583963;O;12.23943434;O;;E;91.05908994;O;18.34705074;O;;E;17.18669778;O;1.129061695;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60762597;;516.6085205;O;499.5404053;O;17;O;10.9373436;O;505.6711769;O;12.96820259;O;-0.100523663;O;0;O;-1.287255764;O;36.9744873;O;;E;0.712612268;O;486.6035213;O;29.0255325;O;-2.44589684;O;;E;1.118521466;O;1.513393686;O;0.808319807;O;0.804566131;O;0.784836867;O;1.223960016;O;;E;33.29466108;O;17.78303575;O;17.70045489;O;10.0459119;O;12.23960016;O;;E;91.06366378;O;18.34544671;O;;E;17.18074679;O;1.292629816;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.711930967;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60763613;;516.6085205;O;499.5404053;O;17;O;11.0546875;O;505.553833;O;13.08558559;O;-0.111374568;O;0;O;-1.287357688;O;37.52282715;O;;E;0.712707714;O;486.6035213;O;29.0255325;O;-2.447309316;O;;E;1.118528542;O;1.51338206;O;0.808302414;O;0.804865391;O;0.784842479;O;1.223977697;O;;E;33.29440533;O;17.7826531;O;17.70703861;O;10.04598373;O;12.23977697;O;;E;91.06985773;O;18.34347338;O;;E;17.18074679;O;1.139037494;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60764617;;516.6085205;O;499.5404053;O;17;O;11.1720705;O;505.43645;O;13.2029295;O;-0.108935587;O;0;O;-1.287349939;O;36.21096802;O;;E;0.709507657;O;486.6035213;O;29.0255325;O;-2.447924;O;;E;1.118531934;O;1.513370502;O;0.808285295;O;0.805227849;O;0.784848363;O;1.223996101;O;;E;33.29415103;O;17.78227649;O;17.71501268;O;10.04605905;O;12.23996101;O;;E;91.07746027;O;18.34794444;O;;E;17.18669778;O;0.918514613;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60765597;;516.6085205;O;499.5404053;O;17;O;11.28945255;O;505.319068;O;13.3203125;O;-0.088716056;O;0;O;-1.28730917;O;36.37445068;O;;E;0.709535553;O;486.6035213;O;29.0255325;O;-2.447429801;O;;E;1.118530826;O;1.513359243;O;0.808268189;O;0.80564457;O;0.784854777;O;1.224014846;O;;E;33.29390334;O;17.78190017;O;17.72418053;O;10.04614115;O;12.24014846;O;;E;91.08627365;O;18.35257933;O;;E;17.18669778;O;0.550240239;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60766636;;516.6085205;O;499.5404053;O;17;O;11.41519547;O;505.193325;O;13.44609356;O;-0.080107156;O;0;O;-1.287309647;O;35.85020447;O;;E;0.711420558;O;486.6035213;O;29.0255325;O;-2.445566947;O;;E;1.118527686;O;1.513348493;O;0.808250801;O;0.806107329;O;0.784861848;O;1.224033469;O;;E;33.29366684;O;17.78151762;O;17.73436124;O;10.04623165;O;12.24033469;O;;E;91.09611204;O;18.35322141;O;;E;17.18669778;O;0.541199519;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60767605;;516.6085205;O;499.5404053;O;17;O;11.53257751;O;505.075943;O;13.56343746;O;-0.082822704;O;0;O;-1.287377;O;36.69345093;O;;E;0.713155639;O;486.6035213;O;29.0255325;O;-2.44212178;O;;E;1.118524238;O;1.513338402;O;0.808233146;O;0.806608438;O;0.784869652;O;1.224050772;O;;E;33.29344484;O;17.78112921;O;17.74538563;O;10.04633154;O;12.24050772;O;;E;91.10679894;O;18.35326865;O;;E;17.18669778;O;0.713124258;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
26.03.2016;60768597;;516.6085205;O;499.5404053;O;17;O;11.64996052;O;504.95856;O;13.68082047;O;-0.076766962;O;0;O;-1.287343144;O;36.37301636;O;;E;0.714255073;O;486.6035213;O;29.0255325;O;-2.436921976;O;;E;1.118520617;O;1.513329047;O;0.808215643;O;0.80714069;O;0.784878233;O;1.224065518;O;;E;33.29323903;O;17.78074416;O;17.75709517;O;10.04644139;O;12.24065518;O;;E;91.11817493;O;18.35327134;O;;E;17.18669778;O;0.367137427;O;;E;;E;;E;;E;;E;;E;;E;;E;0;O;0;O;0;O;0;O;;E;;E;0;O;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;;E;-1.680154703;O;;E;0;O;0;O;;E;;E;81.16573288;O;65.94324621;O;11.88844819;O;3.334038479;O;69.27728469;O;0;O;0;O;5;O
