 2016-03-26 16:54:00 | [0 0 516.6085 499.0255 0.5692197 0 0 37.615784 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:01 | [0 0 516.6085 499.0255 0.56356114 0 0 37.609802 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:02 | [0 0 516.6085 499.0255 0.56417686 0 0 37.612885 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:03 | [0 0 516.6085 499.0255 0.56882256 0 0 37.608032 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:04 | [0 0 516.6085 499.0255 0.5677541 0 0 37.62387 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:05 | [0 0 516.6085 499.0255 0.56771255 0 0 37.615143 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:06 | [0 0 516.6085 499.0255 0.5683599 0 0 37.625458 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:07 | [0 0 516.6085 499.0255 0.5694919 0 0 37.62552 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:08 | [0 0 516.6085 499.0255 0.5655991 0 0 37.591248 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:09 | [0 0 516.6085 499.0255 0.56150174 0 0 37.612762 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:10 | [0 0 516.6085 499.0255 0.5593252 0 0 37.640625 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:11 | [0 0 516.6085 499.0255 0.55694914 0 0 37.635742 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:12 | [0 0 516.6085 499.0255 0.559946 0 0 37.627563 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:13 | [0 0 516.6085 499.0255 0.5659621 0 0 37.61673 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:14 | [0 0 516.6085 499.0255 0.5715513 0 0 37.629425 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:15 | [0 0 516.6085 499.0255 0.5762111 0 0 37.607483 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:16 | [0 0 516.6085 499.0255 0.5747623 0 0 37.609924 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:17 | [0 0 516.6085 499.0255 0.57050204 0 0 37.642273 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:18 | [0 0 516.6085 499.0255 0.56976676 0 0 37.610443 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:19 | [0 0 516.6085 499.0255 0.5707062 0 0 37.610077 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:20 | [0 0 516.6085 499.0255 0.5712855 0 0 37.613373 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:21 | [0 0 516.6085 499.0255 0.5746406 0 0 37.609833 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:22 | [0 0 516.6085 499.04355 0.57582295 0 0 36.16086 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:23 | [0 0 516.6085 499.07962 0.57311016 0 0 37.425842 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:24 | [0 0 516.6085 499.09766 0.57324344 0 0 36.752563 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
 2016-03-26 16:54:25 | [0 0 516.6085 499.18787 0.5747844 0 0 36.91382 0.006854858 0 17 499.5404 0 0 0 0 0 0 0 0] 
